distance,path_loss,env,path_loss.1,env
393.0919104,115.8275369,0,144.810108,1
394.0916772,115.8507032,0,144.8490495,1
395.0914451,115.8738108,0,144.8878923,1
396.0912142,115.89686,0,144.926637,1
397.0909845,115.9198512,0,144.965284,1
398.090756,115.9427846,0,145.003834,1
399.0905286,115.9656605,0,145.0422872,1
400.0903023,115.9884791,0,145.0806443,1
401.0900772,116.0112409,0,145.1189058,1
402.0898531,116.033946,0,145.157072,1
403.0896302,116.0565948,0,145.1951435,1
404.0894084,116.0791874,0,145.2331207,1
405.0891877,116.1017243,0,145.2710041,1
406.0889681,116.1242056,0,145.3087941,1
407.0887495,116.1466317,0,145.3464913,1
408.0885321,116.1690028,0,145.3840961,1
409.0883156,116.1913192,0,145.4216088,1
410.0881003,116.2135811,0,145.4590301,1
411.087886,116.2357889,0,145.4963602,1
412.0876727,116.2579427,0,145.5335998,1
413.0874605,116.2800429,0,145.5707491,1
414.0872493,116.3020896,0,145.6078086,1
415.0870391,116.3240833,0,145.6447789,1
416.0868299,116.346024,0,145.6816602,1
417.0866217,116.3679121,0,145.718453,1
418.0864145,116.3897478,0,145.7551578,1
419.0862083,116.4115314,0,145.791775,1
420.0860031,116.4332631,0,145.8283049,1
421.0857989,116.4549431,0,145.8647481,1
422.0855956,116.4765718,0,145.9011048,1
423.0853933,116.4981493,0,145.9373756,1
424.0851919,116.5196759,0,145.9735608,1
425.0849915,116.5411518,0,146.0096608,1
426.084792,116.5625773,0,146.045676,1
427.0845935,116.5839526,0,146.0816069,1
428.0843959,116.605278,0,146.1174538,1
429.0841992,116.6265536,0,146.1532171,1
430.0840034,116.6477797,0,146.1888972,1
431.0838086,116.6689566,0,146.2244945,1
432.0836146,116.6900844,0,146.2600093,1
433.0834215,116.7111634,0,146.2954421,1
434.0832293,116.7321938,0,146.3307932,1
435.0830381,116.7531758,0,146.366063,1
436.0828476,116.7741097,0,146.4012519,1
437.0826581,116.7949957,0,146.4363603,1
438.0824694,116.815834,0,146.4713884,1
439.0822816,116.8366248,0,146.5063368,1
440.0820946,116.8573683,0,146.5412056,1
441.0819085,116.8780648,0,146.5759954,1
442.0817232,116.8987144,0,146.6107065,1
443.0815388,116.9193174,0,146.6453391,1
444.0813552,116.939874,0,146.6798937,1
445.0811724,116.9603843,0,146.7143707,1
446.0809904,116.9808487,0,146.7487703,1
447.0808093,117.0012672,0,146.7830929,1
448.0806289,117.0216402,0,146.8173388,1
449.0804494,117.0419677,0,146.8515085,1
450.0802706,117.0622501,0,146.8856022,1
451.0800927,117.0824875,0,146.9196203,1
452.0799155,117.1026801,0,146.9535631,1
453.0797391,117.1228281,0,146.9874309,1
454.0795635,117.1429317,0,147.0212241,1
455.0793887,117.1629911,0,147.054943,1
456.0792146,117.1830065,0,147.088588,1
457.0790413,117.2029781,0,147.1221592,1
458.0788688,117.222906,0,147.1556572,1
459.078697,117.2427906,0,147.1890821,1
460.0785259,117.2626319,0,147.2224344,1
461.0783556,117.2824301,0,147.2557142,1
462.078186,117.3021854,0,147.288922,1
463.0780172,117.3218981,0,147.3220581,1
464.0778491,117.3415683,0,147.3551227,1
465.0776817,117.3611961,0,147.3881162,1
466.077515,117.3807818,0,147.4210388,1
467.0773491,117.4003256,0,147.4538909,1
468.0771838,117.4198275,0,147.4866728,1
469.0770193,117.4392879,0,147.5193848,1
470.0768554,117.4587069,0,147.5520271,1
471.0766923,117.4780846,0,147.5846001,1
472.0765298,117.4974212,0,147.6171041,1
473.076368,117.516717,0,147.6495393,1
474.076207,117.535972,0,147.6819061,1
475.0760465,117.5551864,0,147.7142047,1
476.0758868,117.5743605,0,147.7464354,1
477.0757277,117.5934944,0,147.7785985,1
478.0755693,117.6125882,0,147.8106943,1
479.0754116,117.6316421,0,147.8427231,1
480.0752545,117.6506564,0,147.8746851,1
481.0750981,117.669631,0,147.9065806,1
482.0749423,117.6885663,0,147.93841,1
483.0747872,117.7074624,0,147.9701734,1
484.0746327,117.7263194,0,148.0018711,1
485.0744788,117.7451376,0,148.0335035,1
486.0743256,117.763917,0,148.0650708,1
487.074173,117.7826578,0,148.0965732,1
488.074021,117.8013602,0,148.128011,1
489.0738697,117.8200243,0,148.1593845,1
490.0737189,117.8386503,0,148.190694,1
491.0735688,117.8572384,0,148.2219396,1
492.0734193,117.8757887,0,148.2531218,1
493.0732704,117.8943013,0,148.2842406,1
494.0731221,117.9127764,0,148.3152964,1
495.0729744,117.9312142,0,148.3462895,1
496.0728273,117.9496148,0,148.3772201,1
497.0726808,117.9679784,0,148.4080884,1
498.0725349,117.9863051,0,148.4388946,1
499.0723895,118.004595,0,148.4696392,1
500.0722448,118.0228484,0,148.5003222,1
501.0721006,118.0410653,0,148.5309439,1
502.071957,118.0592459,0,148.5615046,1
503.071814,118.0773903,0,148.5920046,1
504.0716715,118.0954987,0,148.6224439,1
505.0715296,118.1135713,0,148.652823,1
506.0713882,118.1316081,0,148.6831421,1
507.0712475,118.1496093,0,148.7134013,1
508.0711072,118.1675751,0,148.7436009,1
509.0709675,118.1855056,0,148.7737411,1
510.0708284,118.2034008,0,148.8038222,1
511.0706898,118.2212611,0,148.8338445,1
512.0705518,118.2390864,0,148.863808,1
513.0704143,118.256877,0,148.8937132,1
514.0702773,118.274633,0,148.9235601,1
515.0701409,118.2923545,0,148.9533491,1
516.0700049,118.3100416,0,148.9830803,1
517.0698696,118.3276945,0,149.0127539,1
518.0697347,118.3453133,0,149.0423703,1
519.0696003,118.3628981,0,149.0719296,1
520.0694665,118.3804491,0,149.101432,1
521.0693332,118.3979664,0,149.1308777,1
522.0692004,118.4154502,0,149.160267,1
523.0690681,118.4329004,0,149.1896001,1
524.0689363,118.4503174,0,149.2188772,1
525.068805,118.4677012,0,149.2480985,1
526.0686742,118.4850519,0,149.2772643,1
527.0685439,118.5023697,0,149.3063746,1
528.0684141,118.5196546,0,149.3354298,1
529.0682848,118.5369069,0,149.3644301,1
530.068156,118.5541266,0,149.3933756,1
531.0680277,118.5713139,0,149.4222666,1
532.0678998,118.5884689,0,149.4511032,1
533.0677724,118.6055916,0,149.4798857,1
534.0676455,118.6226823,0,149.5086144,1
535.0675191,118.639741,0,149.5372892,1
536.0673932,118.6567679,0,149.5659106,1
537.0672677,118.673763,0,149.5944786,1
538.0671427,118.6907265,0,149.6229935,1
539.0670181,118.7076586,0,149.6514555,1
540.066894,118.7245593,0,149.6798648,1
541.0667704,118.7414287,0,149.7082215,1
542.0666472,118.758267,0,149.7365259,1
543.0665245,118.7750743,0,149.7647781,1
544.0664022,118.7918507,0,149.7929784,1
545.0662804,118.8085963,0,149.8211269,1
546.066159,118.8253112,0,149.8492239,1
547.0660381,118.8419955,0,149.8772694,1
548.0659176,118.8586493,0,149.9052638,1
549.0657975,118.8752728,0,149.9332071,1
550.0656779,118.8918661,0,149.9610996,1
551.0655587,118.9084293,0,149.9889415,1
552.06544,118.9249624,0,150.0167329,1
553.0653216,118.9414656,0,150.044474,1
554.0652037,118.957939,0,150.072165,1
555.0650863,118.9743828,0,150.0998061,1
556.0649692,118.9907969,0,150.1273975,1
557.0648526,119.0071815,0,150.1549393,1
558.0647364,119.0235368,0,150.1824318,1
559.0646206,119.0398628,0,150.209875,1
560.0645052,119.0561597,0,150.2372692,1
561.0643902,119.0724274,0,150.2646146,1
562.0642757,119.0886663,0,150.2919113,1
563.0641615,119.1048762,0,150.3191594,1
564.0640478,119.1210574,0,150.3463593,1
565.0639344,119.13721,0,150.373511,1
566.0638215,119.153334,0,150.4006147,1
567.0637089,119.1694296,0,150.4276705,1
568.0635968,119.1854968,0,150.4546787,1
569.063485,119.2015357,0,150.4816395,1
570.0633737,119.2175465,0,150.5085529,1
571.0632627,119.2335293,0,150.5354191,1
572.0631521,119.2494841,0,150.5622384,1
573.0630419,119.265411,0,150.5890108,1
574.0629321,119.2813102,0,150.6157366,1
575.0628227,119.2971818,0,150.6424159,1
576.0627136,119.3130257,0,150.6690488,1
577.0626049,119.3288422,0,150.6956356,1
578.0624966,119.3446313,0,150.7221763,1
579.0623887,119.3603931,0,150.7486712,1
580.0622811,119.3761278,0,150.7751204,1
581.062174,119.3918353,0,150.801524,1
582.0620671,119.4075159,0,150.8278823,1
583.0619607,119.4231695,0,150.8541953,1
584.0618546,119.4387963,0,150.8804632,1
585.0617489,119.4543964,0,150.9066863,1
586.0616435,119.4699699,0,150.9328645,1
587.0615385,119.4855168,0,150.9589981,1
588.0614339,119.5010373,0,150.9850873,1
589.0613296,119.5165314,0,151.0111322,1
590.0612256,119.5319992,0,151.0371329,1
591.0611221,119.5474409,0,151.0630896,1
592.0610188,119.5628565,0,151.0890024,1
593.0609159,119.578246,0,151.1148715,1
594.0608134,119.5936096,0,151.140697,1
595.0607112,119.6089474,0,151.1664791,1
596.0606093,119.6242595,0,151.192218,1
597.0605078,119.6395459,0,151.2179137,1
598.0604066,119.6548067,0,151.2435664,1
599.0603058,119.670042,0,151.2691763,1
600.0602053,119.685252,0,151.2947434,1
601.0601051,119.7004366,0,151.320268,1
602.0600053,119.715596,0,151.3457502,1
603.0599058,119.7307302,0,151.3711901,1
604.0598066,119.7458394,0,151.3965879,1
605.0597078,119.7609235,0,151.4219437,1
606.0596093,119.7759828,0,151.4472576,1
607.0595111,119.7910173,0,151.4725298,1
608.0594132,119.806027,0,151.4977604,1
609.0593157,119.821012,0,151.5229496,1
610.0592184,119.8359725,0,151.5480975,1
611.0591215,119.8509085,0,151.5732041,1
612.0590249,119.8658201,0,151.5982698,1
613.0589287,119.8807073,0,151.6232945,1
614.0588327,119.8955703,0,151.6482785,1
615.058737,119.9104091,0,151.6732218,1
616.0586417,119.9252238,0,151.6981246,1
617.0585467,119.9400144,0,151.722987,1
618.0584519,119.9547812,0,151.7478092,1
619.0583575,119.969524,0,151.7725912,1
620.0582634,119.9842431,0,151.7973333,1
621.0581696,119.9989385,0,151.8220355,1
622.0580761,120.0136102,0,151.846698,1
623.0579829,120.0282584,0,151.8713209,1
624.0578899,120.0428831,0,151.8959043,1
625.0577973,120.0574843,0,151.9204483,1
626.057705,120.0720623,0,151.9449531,1
627.057613,120.086617,0,151.9694189,1
628.0575213,120.1011485,0,151.9938456,1
629.0574298,120.1156568,0,152.0182335,1
630.0573387,120.1301422,0,152.0425827,1
631.0572478,120.1446046,0,152.0668933,1
632.0571572,120.1590441,0,152.0911653,1
633.0570669,120.1734607,0,152.1153991,1
634.0569769,120.1878546,0,152.1395946,1
635.0568872,120.2022259,0,152.1637519,1
636.0567978,120.2165745,0,152.1878713,1
637.0567086,120.2309006,0,152.2119528,1
638.0566197,120.2452042,0,152.2359965,1
639.0565311,120.2594855,0,152.2600026,1
640.0564428,120.2737444,0,152.2839711,1
641.0563548,120.287981,0,152.3079023,1
642.056267,120.3021955,0,152.3317961,1
643.0561795,120.3163879,0,152.3556528,1
644.0560923,120.3305582,0,152.3794724,1
645.0560053,120.3447065,0,152.4032551,1
646.0559186,120.3588329,0,152.4270009,1
647.0558322,120.3729375,0,152.4507101,1
648.0557461,120.3870203,0,152.4743826,1
649.0556602,120.4010814,0,152.4980186,1
